0.060199	0.0618367	0.0591125	0.0592147	0.0632052	0.0604142	0.0547085	0.0552193	0.0713561	0.0800226	0.0843087	0.0914847	0.11144	0.0929752	0.0507185	0.0481029	0.0471896	0.0553359	0.0652804	0.0616263	0.0530871	0.0563847	0.069526	0.0829089	
0.0567036	0.0545366	0.0540995	0.0525669	0.0560186	0.0560687	0.0528363	0.0783631	0.0743021	0.0761138	0.070888	0.0845192	0.138054	0.1118	0.0538707	0.0531786	0.059624	0.0790026	0.0873002	0.0588684	0.0503531	0.0566619	0.06602	0.077937	
0.0572275	0.0567021	0.0564827	0.0527141	0.054605	0.0513594	0.063995	0.0870745	0.0753397	0.0727495	0.0774075	0.0765628	0.110579	0.104872	0.0564909	0.0570166	0.0509535	0.0554569	0.0610259	0.0595348	0.0601341	0.0632021	0.0695752	0.0797245	
0.0615219	0.0566113	0.0572726	0.0536036	0.0529717	0.0589583	0.0731893	0.131575	0.119334	0.111321	0.0612695	0.0606765	0.0976801	0.112137	0.048227	0.0506719	0.0497456	0.0581189	0.0625661	0.0730497	0.0775001	0.0809347	0.0832855	0.0850813	
0.0583991	0.0537206	0.0535506	0.052252	0.0504093	0.0644143	0.189907	0.150425	0.263671	0.279464	0.102635	0.0653431	0.0880803	0.0971476	0.0512612	0.0470391	0.0443355	0.0508704	0.0553645	0.0627896	0.0712116	0.0732454	0.0787271	0.0825069	
0.0682061	0.0585769	0.0562826	0.0496228	0.0526566	0.0787683	0.131743	0.0919527	0.136577	0.28466	0.243728	0.0753837	0.0758994	0.0717114	0.0543816	0.0537114	0.0471803	0.0454323	0.0622415	0.0654439	0.074746	0.0766268	0.0793189	0.0861629	
0.0664809	0.0697996	0.0667527	0.0682459	0.102814	0.0904808	0.088524	0.0753036	0.0621505	0.120974	0.184337	0.0857292	0.114192	0.0964878	0.0652962	0.0667794	0.0587658	0.0610642	0.0533806	0.0559206	0.0624803	0.0594764	0.0620704	0.0742865	
0.0820056	0.0873901	0.0871626	0.0999183	0.118518	0.0523682	0.0558732	0.0853303	0.0808411	0.177286	0.236866	0.127332	0.101181	0.101372	0.0928687	0.0873335	0.0597326	0.0569758	0.054351	0.0584489	0.0623975	0.0567855	0.064398	0.0711899	
0.0625932	0.0615146	0.0681797	0.0935502	0.110912	0.0918436	0.0929596	0.085065	0.129588	0.165964	0.18733	0.173565	0.178581	0.214687	0.158236	0.0750222	0.0636953	0.0651716	0.0684651	0.062969	0.0686245	0.0704348	0.0756723	0.0921179	
0.0690484	0.0677413	0.073095	0.0576319	0.0589385	0.0792865	0.0794672	0.0866054	0.112358	0.404026	0.844463	0.932115	0.783389	0.548981	0.204147	0.0989484	0.0832506	0.0700049	0.0764402	0.0810289	0.0964077	0.0985745	0.0947887	0.101982	
0.0734185	0.0843859	0.0726067	0.070267	0.058532	0.0681199	0.0631673	0.0915325	0.0829001	0.262037	0.570631	0.701425	0.636014	0.594613	0.427688	0.261413	0.104315	0.0704311	0.0657273	0.0698126	0.0882952	0.0906759	0.0908036	0.0968834	
0.082849	0.0725855	0.0653047	0.0601043	0.0742605	0.082353	0.0611663	0.0496572	0.0634135	0.10304	0.286141	0.405554	0.478988	0.343353	0.251919	0.414212	0.265786	0.1112	0.100497	0.0776958	0.086184	0.0889425	0.105415	0.123745	
