0.902699	1.0018	0.910218	0.813042	0.848831	0.833412	0.906492	1.00496	0.82545	0.809855	0.824268	0.839243	0.936323	1.02449	0.994592	1.16367	1.2318	1.14012	1.45422	1.56275	1.47782	1.60313	1.54788	1.44426	
0.845489	0.953718	0.764939	0.720014	0.732533	0.754415	0.920432	0.909482	0.822232	0.810926	0.79718	0.83451	0.923363	0.814061	0.865742	0.917671	0.953807	0.861505	1.23284	1.22917	1.25031	1.36544	1.26445	1.15446	
0.842534	0.92558	0.787776	0.709632	0.713051	0.702473	0.88194	0.733631	0.694197	0.710769	0.68821	0.680232	0.79415	0.641144	0.676686	0.686758	0.678143	0.630973	0.880243	0.921248	0.907508	0.996335	0.970118	0.810237	
0.826987	0.90611	0.829475	0.794368	0.734273	0.72071	0.870602	0.692945	0.687599	0.710251	0.684927	0.678651	0.786915	0.691642	0.692348	0.7347	0.705492	0.671084	0.826514	0.775894	0.865606	0.824819	0.850435	0.757186	
0.842945	0.887881	0.833826	0.810472	0.780154	0.75149	0.818877	0.699919	0.688319	0.71805	0.71481	0.676671	0.800081	0.671755	0.681395	0.714306	0.734387	0.683842	0.846089	0.74097	0.77666	0.767014	0.744929	0.751084	
0.859743	0.859659	0.853004	0.812848	0.790089	0.756126	0.801154	0.655945	0.644809	0.685135	0.682679	0.647113	0.806878	0.653747	0.653775	0.685769	0.775326	0.739	0.851852	0.734295	0.786959	0.787354	0.741855	0.770432	
0.839826	0.838936	0.753209	0.765773	0.731938	0.755274	0.790429	0.644302	0.65412	0.669874	0.671324	0.644113	0.802026	0.645876	0.649876	0.690256	0.780036	0.73792	0.851609	0.721062	0.738602	0.757639	0.71762	0.799506	
0.801968	0.841367	0.811208	0.827286	0.76759	0.746123	0.758724	0.626854	0.637397	0.659065	0.636823	0.614468	0.794211	0.673213	0.634814	0.668143	0.745193	0.761233	0.829608	0.699169	0.667355	0.713467	0.719437	0.812417	
0.71989	0.786851	0.772638	0.828124	0.814904	0.801999	0.808737	0.651551	0.664425	0.651231	0.668818	0.584181	0.882669	0.904438	0.898782	0.976433	0.939091	0.939963	0.82467	0.677838	0.660963	0.722276	0.76375	0.845652	
0.683103	0.787272	0.835012	0.825753	0.807463	0.757033	0.743173	0.658577	0.669807	0.640652	0.651787	0.563395	0.819155	0.855706	0.857442	0.936262	0.884947	0.933351	0.834737	0.70052	0.683421	0.726856	0.768623	0.817715	
0.720323	0.734914	0.788925	0.794934	0.827116	0.757724	0.685122	0.669997	0.661831	0.656809	0.646286	0.562515	0.798035	0.839914	0.853703	0.949282	0.899033	0.928351	0.823391	0.744707	0.749347	0.744258	0.793993	0.839517	
0.770779	0.752205	0.803621	0.727233	0.692843	0.642695	0.602498	0.657007	0.61695	0.626261	0.664742	0.628208	0.915333	0.6527	0.636643	0.722634	0.747875	0.831811	0.804795	0.765641	0.754996	0.749633	0.827414	0.837998	
